Date,NumberofGames,DayofWeek,VisitingTeam,VisitingTeamLeague,VisitingTeamGameNumber,HomeTeam,HomeTeamLeague,HomeTeamGameNumber,VistingTeamScore,HomeTeamScore,NumberofOuts,DayNight,Completition_Information,Forfeit_Information,Protest_Information,BallParkID,Attendance
2003-06-10,0,Tue,SFN,NL,63,CHA,AL,63,3,5,51,N,,,,CHI12,23837
2003-06-10,0,Tue,SDN,NL,65,CLE,AL,62,5,8,51,N,,,,CLE08,19949
2003-06-10,0,Tue,LAN,NL,63,DET,AL,61,3,1,72,N,,,,DET05,13419
2003-06-10,0,Tue,ARI,NL,64,KCA,AL,61,3,7,51,N,,,,KAN06,16772
2003-06-10,0,Tue,COL,NL,65,MIN,AL,62,5,0,54,N,,,,MIN03,18886
2003-06-10,0,Tue,HOU,NL,64,NYA,AL,63,3,5,51,N,,,,NYC16,37602
2003-06-10,0,Tue,ATL,NL,62,OAK,AL,62,3,4,70,N,,,,OAK01,22088
2003-06-10,0,Tue,MON,NL,64,SEA,AL,62,7,3,54,N,,,,SEA03,34811
2003-06-10,0,Tue,CIN,NL,63,TBA,AL,62,4,2,54,N,,,,STP01,12294
2003-06-10,0,Tue,NYN,NL,62,TEX,AL,62,7,9,51,N,,,,ARL02,20581
2003-06-10,0,Tue,PIT,NL,61,TOR,AL,65,8,13,51,N,,,,TOR02,14090
2003-06-10,0,Tue,FLO,NL,65,MIL,NL,62,12,4,54,N,,,,MIL06,11598
2003-06-11,0,Wed,PHI,NL,65,ANA,AL,63,3,5,51,N,,,,ANA01,31130
2003-06-11,0,Wed,CHN,NL,63,BAL,AL,63,7,6,54,N,,,,BAL12,28013
2003-06-11,0,Wed,SLN,NL,63,BOS,AL,63,1,13,51,N,,,,BOS07,33453
2003-06-11,0,Wed,SFN,NL,64,CHA,AL,64,11,4,54,N,,,,CHI12,19114
2003-06-11,0,Wed,SDN,NL,66,CLE,AL,63,2,3,51,N,,,,CLE08,17427
2003-06-11,0,Wed,LAN,NL,64,DET,AL,62,3,1,54,N,,,,DET05,13716
2003-06-11,0,Wed,ARI,NL,65,KCA,AL,62,4,3,54,N,,,,KAN06,15165
2003-06-11,0,Wed,COL,NL,66,MIN,AL,63,4,7,51,N,,,,MIN03,17942
2003-06-11,0,Wed,HOU,NL,65,NYA,AL,64,8,0,54,N,,,,NYC16,29905
2003-06-11,0,Wed,ATL,NL,63,OAK,AL,63,11,6,54,N,,,,OAK01,35618
2003-06-11,0,Wed,MON,NL,65,SEA,AL,63,3,1,54,N,,,,SEA03,32853
2003-06-11,0,Wed,CIN,NL,64,TBA,AL,63,7,6,54,N,,,,STP01,10105
2003-06-11,0,Wed,NYN,NL,63,TEX,AL,63,8,2,54,N,,,,ARL02,19087
2003-06-11,0,Wed,PIT,NL,62,TOR,AL,66,5,8,51,N,,,,TOR02,32036
2003-06-11,0,Wed,FLO,NL,66,MIL,NL,63,6,5,54,N,,,,MIL06,12419
2003-06-12,0,Thu,CHN,NL,64,BAL,AL,64,1,6,51,N,,,,BAL12,30557
2003-06-12,0,Thu,SLN,NL,64,BOS,AL,64,8,7,78,N,,,,BOS07,34389
2003-06-12,0,Thu,SFN,NL,65,CHA,AL,65,8,4,54,N,,,,CHI12,22827
2003-06-12,0,Thu,SDN,NL,67,CLE,AL,64,9,4,54,N,,,,CLE08,17983
2003-06-12,0,Thu,LAN,NL,65,DET,AL,63,3,2,54,N,,,,DET05,13644
2003-06-12,0,Thu,COL,NL,67,MIN,AL,64,3,15,51,N,,,,MIN03,18003
2003-06-12,0,Thu,HOU,NL,66,NYA,AL,65,5,6,51,D,,,,NYC16,39888
2003-06-12,0,Thu,ATL,NL,64,OAK,AL,64,4,2,54,D,,,,OAK01,21173
2003-06-12,0,Thu,MON,NL,66,SEA,AL,64,0,1,51,N,,,,SEA03,33761
2003-06-12,0,Thu,CIN,NL,65,TBA,AL,64,2,1,54,N,,,,STP01,10379
2003-06-12,0,Thu,NYN,NL,64,TEX,AL,64,11,0,54,N,,,,ARL02,19044
2003-06-12,0,Thu,PIT,NL,63,TOR,AL,67,4,5,51,N,,,,TOR02,15015
2003-06-12,0,Thu,FLO,NL,67,MIL,NL,64,5,6,51,D,,,,MIL06,13075
2003-06-13,0,Fri,NYN,NL,65,ANA,AL,64,7,3,54,N,,,,ANA01,38294
2003-06-13,0,Fri,MIL,NL,65,BAL,AL,65,2,7,51,N,,,,BAL12,28085
2003-06-13,0,Fri,HOU,NL,67,BOS,AL,65,3,4,51,N,,,,BOS07,33244
2003-06-13,0,Fri,SDN,NL,68,CHA,AL,66,3,5,51,N,,,,CHI12,14162
2003-06-13,0,Fri,LAN,NL,66,CLE,AL,65,4,3,60,N,,,,CLE08,23401
2003-06-13,0,Fri,COL,NL,68,DET,AL,64,7,2,54,N,,,,DET05,19212
2003-06-13,0,Fri,SFN,NL,66,KCA,AL,63,1,6,51,N,,,,KAN06,31426
2003-06-13,0,Fri,ARI,NL,66,MIN,AL,65,1,3,51,N,,,,MIN03,26620
2003-06-13,0,Fri,SLN,NL,65,NYA,AL,66,2,5,51,N,,,,NYC16,55214
2003-06-13,0,Fri,MON,NL,67,OAK,AL,65,4,8,51,N,,,,OAK01,14186
2003-06-13,0,Fri,ATL,NL,65,SEA,AL,65,1,2,51,N,,,,SEA03,45791
2003-06-13,0,Fri,PIT,NL,64,TBA,AL,65,1,7,51,N,,,,STP01,9487
2003-06-13,0,Fri,FLO,NL,68,TEX,AL,65,8,0,54,N,,,,ARL02,26075
2003-06-13,0,Fri,CHN,NL,65,TOR,AL,68,1,5,51,N,,,,TOR02,23018
2003-06-13,0,Fri,PHI,NL,66,CIN,NL,66,1,15,51,N,,,,CIN09,30144
2003-06-14,0,Sat,NYN,NL,66,ANA,AL,65,3,13,51,N,,,,ANA01,43449
2003-06-14,0,Sat,MIL,NL,66,BAL,AL,66,8,3,54,N,,,,BAL12,28290
2003-06-14,0,Sat,HOU,NL,68,BOS,AL,66,4,8,51,N,,,,BOS07,34562
2003-06-14,0,Sat,SDN,NL,69,CHA,AL,67,5,6,51,N,,,,CHI12,27287
2003-06-14,0,Sat,LAN,NL,67,CLE,AL,66,5,2,54,D,,,,CLE08,25426
2003-06-14,0,Sat,COL,NL,69,DET,AL,65,7,9,51,N,,,,DET05,19260
2003-06-14,0,Sat,SFN,NL,67,KCA,AL,64,7,4,54,N,,,,KAN06,38261
2003-06-14,0,Sat,ARI,NL,67,MIN,AL,66,9,2,54,N,,,,MIN03,30200
2003-06-14,0,Sat,SLN,NL,66,NYA,AL,67,4,13,51,D,,,,NYC16,55174
2003-06-14,0,Sat,MON,NL,68,OAK,AL,66,4,5,51,D,,,,OAK01,26447
2003-06-14,0,Sat,ATL,NL,66,SEA,AL,66,3,1,54,D,,,,SEA03,45971
2003-06-14,0,Sat,PIT,NL,65,TBA,AL,66,12,9,54,N,,,,STP01,14063
2003-06-14,0,Sat,FLO,NL,69,TEX,AL,66,2,13,51,N,,,,ARL02,37443
2003-06-14,0,Sat,CHN,NL,66,TOR,AL,69,4,2,54,D,,,,TOR02,33167
2003-06-14,0,Sat,PHI,NL,67,CIN,NL,67,12,2,54,N,,,,CIN09,35398
2003-06-15,0,Sun,NYN,NL,67,ANA,AL,66,8,0,54,D,,,,ANA01,43721
2003-06-15,0,Sun,MIL,NL,67,BAL,AL,67,4,5,51,D,,,,BAL12,36109
2003-06-15,0,Sun,HOU,NL,69,BOS,AL,67,2,3,82,D,,,,BOS07,34085
2003-06-15,0,Sun,SDN,NL,70,CHA,AL,68,1,0,54,D,,,,CHI12,26491
2003-06-15,0,Sun,LAN,NL,68,CLE,AL,67,4,3,54,D,,,,CLE08,26786
2003-06-15,0,Sun,COL,NL,70,DET,AL,66,5,4,54,D,,,,DET05,19323
2003-06-15,0,Sun,SFN,NL,68,KCA,AL,65,4,5,53,D,,,,KAN06,29631
2003-06-15,0,Sun,ARI,NL,68,MIN,AL,67,12,8,54,D,,,,MIN03,30076
2003-06-15,0,Sun,SLN,NL,67,NYA,AL,68,2,5,51,D,,,,NYC16,54797
2003-06-15,0,Sun,MON,NL,69,OAK,AL,67,1,9,51,D,,,,OAK01,31024
2003-06-15,0,Sun,ATL,NL,67,SEA,AL,67,1,2,51,N,,,,SEA03,45732
2003-06-15,0,Sun,PIT,NL,66,TBA,AL,67,9,5,54,D,,,,STP01,13943
2003-06-15,0,Sun,FLO,NL,70,TEX,AL,67,10,4,54,N,,,,ARL02,26021
2003-06-15,0,Sun,CHN,NL,67,TOR,AL,70,4,5,57,D,,,,TOR02,34221
2003-06-16,0,Mon,BOS,AL,68,CHA,AL,69,2,4,51,N,,,,CHI12,30779
2003-06-16,0,Mon,MIN,AL,68,KCA,AL,66,8,9,51,N,,,,KAN06,13442
2003-06-16,0,Mon,ANA,AL,67,SEA,AL,68,3,6,51,N,,,,SEA03,41599
2003-06-16,0,Mon,CHN,NL,68,CIN,NL,68,4,3,54,N,,,,CIN09,28669
2003-06-16,0,Mon,SDN,NL,71,COL,NL,71,7,5,54,N,,,,DEN02,22716
2003-06-16,0,Mon,NYN,NL,68,FLO,NL,71,0,1,51,N,,,,MIA01,10624
2003-06-16,0,Mon,SLN,NL,68,MIL,NL,68,4,9,51,N,,,,MIL06,24951
2003-06-17,0,Tue,BOS,AL,69,CHA,AL,70,7,4,54,N,,,,CHI12,19887
2003-06-17,0,Tue,CLE,AL,68,DET,AL,67,7,4,54,N,,,,DET05,13908
2003-06-17,0,Tue,MIN,AL,69,KCA,AL,67,7,14,51,N,,,,KAN06,16359
2003-06-17,1,Tue,TBA,AL,68,NYA,AL,69,11,2,54,D,,,,NYC16,14077
2003-06-17,2,Tue,TBA,AL,69,NYA,AL,70,2,10,51,N,,,,NYC16,47604
2003-06-17,0,Tue,TEX,AL,68,OAK,AL,68,3,4,51,N,,,,OAK01,14608
2003-06-17,0,Tue,ANA,AL,68,SEA,AL,69,4,8,51,N,,,,SEA03,39054
2003-06-17,0,Tue,CHN,NL,69,CIN,NL,69,1,2,59,N,,,,CIN09,28999
2003-06-17,0,Tue,SDN,NL,72,COL,NL,72,4,3,48,N,,,,DEN02,22178
2003-06-17,0,Tue,NYN,NL,69,FLO,NL,72,5,0,54,N,,,,MIA01,10359
2003-06-17,0,Tue,ARI,NL,69,HOU,NL,70,3,4,51,N,,,,HOU03,30530
2003-06-17,0,Tue,SFN,NL,69,LAN,NL,69,1,4,51,N,,,,LOS03,48077
2003-06-17,0,Tue,SLN,NL,69,MIL,NL,69,12,3,54,N,,,,MIL06,16659
2003-06-17,0,Tue,ATL,NL,68,PHI,NL,68,4,5,51,N,,,,PHI12,24133
2003-06-18,0,Wed,TOR,AL,71,BAL,AL,68,6,2,54,N,,,,BAL12,28828
2003-06-18,0,Wed,BOS,AL,70,CHA,AL,71,1,3,51,N,,,,CHI12,18708
2003-06-18,0,Wed,CLE,AL,69,DET,AL,68,4,1,54,N,,,,DET05,16278
2003-06-18,0,Wed,MIN,AL,70,KCA,AL,68,6,8,51,N,,,,KAN06,21581
2003-06-18,0,Wed,TBA,AL,70,NYA,AL,71,0,1,70,N,,,,NYC16,32643
2003-06-18,0,Wed,TEX,AL,69,OAK,AL,69,3,4,65,N,,,,OAK01,25368
2003-06-18,0,Wed,ANA,AL,69,SEA,AL,70,0,2,51,N,,,,SEA03,43473
2003-06-18,0,Wed,CHN,NL,70,CIN,NL,70,4,1,54,N,,,,CIN09,39053
2003-06-18,0,Wed,SDN,NL,73,COL,NL,73,3,5,51,N,,,,DEN02,22033
2003-06-18,0,Wed,NYN,NL,70,FLO,NL,73,10,5,54,N,,,,MIA01,11326
2003-06-18,0,Wed,ARI,NL,70,HOU,NL,71,2,1,54,N,,,,HOU03,30031
2003-06-18,0,Wed,SFN,NL,70,LAN,NL,70,2,8,51,N,,,,LOS03,50247
2003-06-18,0,Wed,SLN,NL,70,MIL,NL,70,9,1,54,N,,,,MIL06,17495
2003-06-18,0,Wed,ATL,NL,69,PHI,NL,69,6,1,54,N,,,,PHI12,26475
2003-06-18,1,Wed,MON,NL,70,PIT,NL,67,3,7,51,D,,,,PIT08,0
2003-06-18,2,Wed,MON,NL,71,PIT,NL,68,3,4,52,N,,,,PIT08,22557
2003-06-19,0,Thu,TOR,AL,72,BAL,AL,69,6,1,54,D,,,,BAL12,24218
2003-06-19,0,Thu,BOS,AL,71,CHA,AL,72,4,3,60,D,,,,CHI12,17225
2003-06-19,0,Thu,CLE,AL,70,DET,AL,69,10,3,54,D,,,,DET05,19098
2003-06-19,0,Thu,MIN,AL,71,KCA,AL,69,16,2,54,D,,,,KAN06,22559
2003-06-19,0,Thu,TEX,AL,70,OAK,AL,70,2,9,51,D,,,,OAK01,15231
2003-06-19,0,Thu,ANA,AL,70,SEA,AL,71,2,0,54,D,,,,SEA03,45758
2003-06-19,0,Thu,CHN,NL,71,CIN,NL,71,1,3,51,D,,,,CIN09,41692
2003-06-19,0,Thu,SDN,NL,74,COL,NL,74,5,10,51,N,,,,DEN02,23515
2003-06-19,0,Thu,NYN,NL,71,FLO,NL,74,1,5,51,N,,,,MIA01,10400
2003-06-19,0,Thu,ARI,NL,71,HOU,NL,72,4,2,54,N,,,,HOU03,30534
2003-06-19,0,Thu,SFN,NL,71,LAN,NL,71,2,0,54,N,,,,LOS03,51047
2003-06-19,0,Thu,SLN,NL,71,MIL,NL,71,8,4,54,D,,,,MIL06,20776
2003-06-19,0,Thu,ATL,NL,70,PHI,NL,70,2,3,52,D,,,,PHI12,27207
2003-06-19,0,Thu,MON,NL,72,PIT,NL,69,5,2,54,D,,,,PIT08,16050
2003-06-20,0,Fri,SFN,NL,72,OAK,AL,71,3,5,51,N,,,,OAK01,47074
2003-06-20,0,Fri,HOU,NL,73,TEX,AL,71,12,3,54,N,,,,ARL02,37587
2003-06-20,0,Fri,CIN,NL,72,ARI,NL,72,5,6,51,N,,,,PHO01,34842
2003-06-20,0,Fri,BAL,AL,70,ATL,NL,71,3,6,51,N,,,,ATL02,35526
2003-06-20,0,Fri,CHA,AL,73,CHN,NL,72,12,3,54,D,,,,CHI11,39080
2003-06-20,0,Fri,DET,AL,70,COL,NL,75,7,5,54,N,,,,DEN02,29603
2003-06-20,0,Fri,TBA,AL,71,FLO,NL,75,1,3,64,N,,,,MIA01,12515
2003-06-20,0,Fri,ANA,AL,71,LAN,NL,72,2,5,51,N,,,,LOS03,54573
2003-06-20,0,Fri,MIN,AL,72,MIL,NL,72,2,3,58,N,,,,MIL06,25175
2003-06-20,0,Fri,TOR,AL,73,MON,NL,73,8,4,54,N,,,,MON02,11355
2003-06-20,0,Fri,NYA,AL,72,NYN,NL,72,5,0,54,N,,,,NYC17,55386
2003-06-20,0,Fri,CLE,AL,71,PIT,NL,70,4,5,87,N,,,,PIT08,26305
2003-06-20,0,Fri,SEA,AL,72,SDN,NL,75,3,5,53,N,,,,SAN01,23500
2003-06-20,0,Fri,KCA,AL,70,SLN,NL,72,10,4,54,N,,,,STL09,38226
2003-06-21,0,Sat,SFN,NL,73,OAK,AL,72,6,4,54,D,,,,OAK01,52888
2003-06-21,0,Sat,HOU,NL,74,TEX,AL,72,9,5,54,N,,,,ARL02,44072
2003-06-21,0,Sat,CIN,NL,73,ARI,NL,73,3,5,51,N,,,,PHO01,40041
2003-06-21,0,Sat,BAL,AL,71,ATL,NL,72,2,10,51,N,,,,ATL02,46860
2003-06-21,0,Sat,CHA,AL,74,CHN,NL,73,7,6,54,D,,,,CHI11,38938
2003-06-21,0,Sat,DET,AL,71,COL,NL,76,6,9,51,N,,,,DEN02,35660
2003-06-21,0,Sat,TBA,AL,72,FLO,NL,76,0,2,30,N,,,,MIA01,15397
2003-06-21,0,Sat,ANA,AL,72,LAN,NL,73,2,4,51,D,,,,LOS03,51874
2003-06-21,0,Sat,MIN,AL,73,MIL,NL,73,1,8,51,N,,,,MIL06,30836
2003-06-21,0,Sat,TOR,AL,74,MON,NL,74,5,8,51,N,,,,MON02,11483
2003-06-21,0,Sat,BOS,AL,72,PHI,NL,71,5,6,76,D,,,,PHI12,35512
2003-06-21,0,Sat,CLE,AL,72,PIT,NL,71,6,7,87,N,,,,PIT08,36856
2003-06-21,0,Sat,SEA,AL,73,SDN,NL,76,4,2,54,N,,,,SAN01,38243
2003-06-21,0,Sat,KCA,AL,71,SLN,NL,73,1,8,51,N,,,,STL09,44473
2003-06-22,0,Sun,SFN,NL,74,OAK,AL,73,5,6,51,D,,,,OAK01,55413
2003-06-22,0,Sun,HOU,NL,75,TEX,AL,73,3,1,54,N,,,,ARL02,35442
2003-06-22,0,Sun,CIN,NL,74,ARI,NL,74,5,6,51,D,,,,PHO01,35536
2003-06-22,0,Sun,BAL,AL,72,ATL,NL,73,9,3,54,D,,,,ATL02,34904
2003-06-22,0,Sun,CHA,AL,75,CHN,NL,74,1,2,51,D,,,,CHI11,38223
2003-06-22,0,Sun,DET,AL,72,COL,NL,77,3,5,51,D,,,,DEN02,34723
2003-06-22,0,Sun,TBA,AL,73,FLO,NL,77,2,3,51,D,,,,MIA01,10392
2003-06-22,0,Sun,ANA,AL,73,LAN,NL,74,6,3,54,D,,,,LOS03,54631
2003-06-22,0,Sun,MIN,AL,74,MIL,NL,74,8,3,54,D,,,,MIL06,25320
2003-06-22,0,Sun,TOR,AL,75,MON,NL,75,4,2,54,D,,,,MON02,15508
2003-06-22,0,Sun,NYA,AL,73,NYN,NL,73,7,3,66,N,,,,NYC17,55031
2003-06-22,0,Sun,BOS,AL,73,PHI,NL,72,0,5,51,D,,,,PHI12,60960
2003-06-22,0,Sun,CLE,AL,73,PIT,NL,72,8,5,54,D,,,,PIT08,37803
2003-06-22,0,Sun,SEA,AL,74,SDN,NL,77,1,3,51,D,,,,SAN01,27163
2003-06-22,0,Sun,KCA,AL,72,SLN,NL,74,5,2,54,D,,,,STL09,39962
2003-06-23,0,Mon,DET,AL,73,BOS,AL,74,1,3,51,N,,,,BOS07,33814
2003-06-23,0,Mon,NYA,AL,74,TBA,AL,74,2,4,51,N,,,,STP01,14759
2003-06-23,0,Mon,OAK,AL,74,TEX,AL,74,3,1,54,N,,,,ARL02,31126
2003-06-23,0,Mon,BAL,AL,73,TOR,AL,76,4,13,51,N,,,,TOR02,17555
2003-06-23,0,Mon,HOU,NL,76,ARI,NL,75,6,7,51,N,,,,PHO01,29623
2003-06-23,0,Mon,PIT,NL,73,MON,NL,76,0,3,51,N,,,,MON02,5641
2003-06-23,0,Mon,COL,NL,78,SDN,NL,78,5,1,54,N,,,,SAN01,18072
2003-06-23,0,Mon,LAN,NL,75,SFN,NL,75,2,3,64,N,,,,SFO03,42474
2003-06-24,0,Tue,SEA,AL,75,ANA,AL,74,6,4,54,N,,,,ANA01,39121
2003-06-24,0,Tue,DET,AL,74,BOS,AL,75,1,10,51,N,,,,BOS07,33848
2003-06-24,0,Tue,KCA,AL,73,CLE,AL,74,3,1,54,N,,,,CLE08,19638
2003-06-24,0,Tue,CHA,AL,76,MIN,AL,75,2,1,54,N,,,,MIN03,19229
2003-06-24,0,Tue,NYA,AL,75,TBA,AL,75,10,9,54,N,,,,STP01,16300
2003-06-24,0,Tue,OAK,AL,75,TEX,AL,75,6,7,51,N,,,,ARL02,24642
2003-06-24,0,Tue,BAL,AL,74,TOR,AL,77,6,4,54,N,,,,TOR02,17425
2003-06-24,0,Tue,HOU,NL,77,ARI,NL,76,5,12,51,N,,,,PHO01,38134
2003-06-24,0,Tue,PHI,NL,73,ATL,NL,74,3,5,51,N,,,,ATL02,31796
2003-06-24,0,Tue,MIL,NL,75,CHN,NL,75,1,9,51,N,,,,CHI11,40389
2003-06-24,0,Tue,PIT,NL,74,MON,NL,77,4,6,51,D,,,,MON02,5872
2003-06-24,0,Tue,FLO,NL,78,NYN,NL,74,8,4,54,N,,,,NYC17,22226
2003-06-24,0,Tue,COL,NL,79,SDN,NL,79,5,2,54,N,,,,SAN01,15915
2003-06-24,0,Tue,LAN,NL,76,SFN,NL,76,1,2,51,N,,,,SFO03,42648
2003-06-24,0,Tue,CIN,NL,75,SLN,NL,75,7,4,84,N,,,,STL09,33352
2003-06-25,0,Wed,SEA,AL,76,ANA,AL,75,3,6,51,N,,,,ANA01,40651
2003-06-25,0,Wed,DET,AL,75,BOS,AL,76,2,11,51,N,,,,BOS07,33587
2003-06-25,0,Wed,KCA,AL,74,CLE,AL,75,3,1,60,N,,,,CLE08,18527
2003-06-25,0,Wed,CHA,AL,77,MIN,AL,76,5,6,64,N,,,,MIN03,21338
2003-06-25,0,Wed,NYA,AL,76,TBA,AL,76,8,5,54,N,,,,STP01,16710
2003-06-25,0,Wed,OAK,AL,76,TEX,AL,76,8,9,51,N,,,,ARL02,19164
2003-06-25,0,Wed,BAL,AL,75,TOR,AL,78,9,2,54,N,,,,TOR02,37248
2003-06-25,0,Wed,HOU,NL,78,ARI,NL,77,2,3,51,D,,,,PHO01,34647
2003-06-25,0,Wed,PHI,NL,74,ATL,NL,75,8,1,54,N,,,,ATL02,31724
2003-06-25,0,Wed,MIL,NL,76,CHN,NL,76,12,6,60,D,,,,CHI11,38357
2003-06-25,0,Wed,PIT,NL,75,MON,NL,78,6,5,54,D,,,,MON02,5717
2003-06-25,0,Wed,FLO,NL,79,NYN,NL,75,3,6,51,N,,,,NYC17,22563
2003-06-25,0,Wed,COL,NL,80,SDN,NL,80,6,7,51,N,,,,SAN01,19908
2003-06-25,0,Wed,LAN,NL,77,SFN,NL,77,6,0,54,N,,,,SFO03,42632
2003-06-25,0,Wed,CIN,NL,76,SLN,NL,76,6,9,51,N,,,,STL09,34863
2003-06-26,0,Thu,SEA,AL,77,ANA,AL,76,10,6,54,N,,,,ANA01,32889
2003-06-26,0,Thu,DET,AL,76,BOS,AL,77,4,6,51,D,,,,BOS07,34415
2003-06-26,0,Thu,KCA,AL,75,CLE,AL,76,4,1,54,N,,,,CLE08,17494
2003-06-26,0,Thu,CHA,AL,78,MIN,AL,77,5,1,54,D,,,,MIN03,26474
2003-06-26,0,Thu,NYA,AL,77,TBA,AL,77,4,3,54,D,,,,STP01,17132
2003-06-26,0,Thu,OAK,AL,77,TEX,AL,77,13,0,54,N,,,,ARL02,20866
2003-06-26,0,Thu,BAL,AL,76,TOR,AL,79,8,13,51,N,,,,TOR02,19098
2003-06-26,0,Thu,PHI,NL,75,ATL,NL,76,8,1,54,N,,,,ATL02,30405
2003-06-26,0,Thu,MIL,NL,77,CHN,NL,77,5,3,54,D,,,,CHI11,39711
2003-06-26,0,Thu,FLO,NL,80,NYN,NL,76,6,1,54,N,,,,NYC17,30378
2003-06-26,0,Thu,CIN,NL,77,SLN,NL,77,7,11,51,N,,,,STL09,34738
2003-06-27,0,Fri,LAN,NL,78,ANA,AL,77,0,3,51,N,,,,ANA01,43700
2003-06-27,0,Fri,PHI,NL,76,BAL,AL,77,4,2,102,N,,,,BAL12,46405
2003-06-27,0,Fri,FLO,NL,81,BOS,AL,78,8,25,51,N,,,,BOS07,34764
2003-06-27,0,Fri,CHN,NL,78,CHA,AL,79,3,4,52,D,,,,CHI12,45147
2003-06-27,0,Fri,CIN,NL,78,CLE,AL,77,0,3,51,N,,,,CLE08,29233
2003-06-27,0,Fri,ARI,NL,78,DET,AL,77,8,3,54,N,,,,DET05,27682
2003-06-27,0,Fri,SLN,NL,78,KCA,AL,76,3,6,51,N,,,,KAN06,40189
2003-06-27,0,Fri,MIL,NL,78,MIN,AL,78,13,1,54,N,,,,MIN03,24413
2003-06-27,0,Fri,NYN,NL,77,NYA,AL,78,4,6,51,N,,,,NYC16,55226
2003-06-27,0,Fri,SDN,NL,81,SEA,AL,78,2,8,51,N,,,,SEA03,45529
2003-06-27,0,Fri,ATL,NL,77,TBA,AL,78,8,2,54,N,,,,STP01,16398
2003-06-27,0,Fri,MON,NL,79,TOR,AL,80,5,6,52,N,,,,TOR02,24024
2003-06-27,0,Fri,TEX,AL,78,HOU,NL,79,10,7,54,D,,,,HOU03,37440
2003-06-27,0,Fri,COL,NL,81,PIT,NL,76,3,5,51,N,,,,PIT08,37566
2003-06-27,0,Fri,OAK,AL,78,SFN,NL,78,0,6,51,N,,,,SFO03,42604
2003-06-28,0,Sat,LAN,NL,79,ANA,AL,78,1,3,51,N,,,,ANA01,43726
2003-06-28,0,Sat,PHI,NL,77,BAL,AL,78,9,5,54,N,,,,BAL12,49549
2003-06-28,0,Sat,FLO,NL,82,BOS,AL,79,10,9,54,N,,,,BOS07,34804
2003-06-28,0,Sat,CHN,NL,79,CHA,AL,80,6,7,53,D,,,,CHI12,45440
2003-06-28,0,Sat,CIN,NL,79,CLE,AL,78,5,4,54,D,,,,CLE08,31924
2003-06-28,0,Sat,ARI,NL,79,DET,AL,78,7,0,54,N,,,,DET05,20804
2003-06-28,0,Sat,SLN,NL,79,KCA,AL,77,13,9,54,N,,,,KAN06,40347
2003-06-28,0,Sat,MIL,NL,79,MIN,AL,79,2,5,51,N,,,,MIN03,27271
2003-06-28,1,Sat,NYN,NL,78,NYA,AL,79,1,7,51,D,,,,NYC16,55343
2003-06-28,0,Sat,SDN,NL,82,SEA,AL,79,6,0,54,N,,,,SEA03,45326
2003-06-28,0,Sat,ATL,NL,78,TBA,AL,79,7,9,51,N,,,,STP01,26696
2003-06-28,0,Sat,MON,NL,80,TOR,AL,81,4,2,54,D,,,,TOR02,33334
2003-06-28,0,Sat,TEX,AL,79,HOU,NL,80,0,2,51,D,,,,HOU03,43077
2003-06-28,2,Sat,NYA,AL,80,NYN,NL,79,9,8,54,N,,,,NYC17,36372
2003-06-28,0,Sat,COL,NL,82,PIT,NL,77,5,4,54,N,,,,PIT08,25083
2003-06-28,0,Sat,OAK,AL,79,SFN,NL,79,7,8,57,D,,,,SFO03,42519
2003-06-29,0,Sun,LAN,NL,80,ANA,AL,79,1,3,51,D,,,,ANA01,43766
2003-06-29,0,Sun,PHI,NL,78,BAL,AL,79,4,3,54,D,,,,BAL12,44723
2003-06-29,0,Sun,FLO,NL,83,BOS,AL,80,7,11,51,D,,,,BOS07,34476
2003-06-29,0,Sun,CHN,NL,80,CHA,AL,81,5,2,54,D,,,,CHI12,44858
2003-06-29,0,Sun,CIN,NL,80,CLE,AL,79,1,3,51,D,,,,CLE08,28433
2003-06-29,0,Sun,ARI,NL,80,DET,AL,79,5,3,60,D,,,,DET05,18989
2003-06-29,0,Sun,SLN,NL,80,KCA,AL,78,13,6,54,D,,,,KAN06,38270
2003-06-29,0,Sun,MIL,NL,80,MIN,AL,80,4,5,59,D,,,,MIN03,23357
2003-06-29,0,Sun,NYN,NL,80,NYA,AL,81,3,5,51,N,,,,NYC16,55444
2003-06-29,0,Sun,SDN,NL,83,SEA,AL,80,8,6,54,D,,,,SEA03,45641
2003-06-29,0,Sun,ATL,NL,79,TBA,AL,80,2,0,54,D,,,,STP01,22670
2003-06-29,0,Sun,MON,NL,81,TOR,AL,82,10,2,54,D,,,,TOR02,37354
2003-06-29,0,Sun,TEX,AL,80,HOU,NL,81,8,5,54,D,,,,HOU03,38704
2003-06-29,0,Sun,COL,NL,83,PIT,NL,78,0,9,51,D,,,,PIT08,20475
2003-06-29,0,Sun,OAK,AL,80,SFN,NL,80,5,2,54,D,,,,SFO03,42508
2003-06-30,0,Mon,TEX,AL,81,ANA,AL,80,6,3,54,N,,,,ANA01,28328
2003-06-30,0,Mon,NYA,AL,82,BAL,AL,80,6,5,54,N,,,,BAL12,38618
2003-06-30,0,Mon,MIN,AL,81,CHA,AL,82,3,10,51,N,,,,CHI12,29945
2003-06-30,0,Mon,TOR,AL,83,DET,AL,80,2,6,51,N,,,,DET05,13353
2003-06-30,1,Mon,CLE,AL,80,KCA,AL,79,10,5,54,D,,,,KAN06,0
2003-06-30,2,Mon,CLE,AL,81,KCA,AL,80,8,5,54,N,,,,KAN06,14645
